order_number,product_key,customer_id,order_date,ship_date,due_date,sales_amount,sales_quantity,sales_price
SO52375,TT-R982,11631,2013-02-07,2013-02-14,2013-02-19,4,1,4
SO52416,BK-R79Y-48,20839,2013-02-08,2013-02-15,2013-02-20,1701,1,1701
SO52445,TT-M928,11620,2013-02-08,2013-02-15,2013-02-20,5,1,5
SO52520,CA-1098,21309,2013-02-09,2013-02-16,2013-02-21,9,1,9
SO52552,TT-T092,14156,2013-02-10,2013-02-17,2013-02-22,5,1,5
SO52564,LJ-0192-M,12367,2013-02-10,2013-02-17,2013-02-22,50,1,50
SO52724,BK-R64Y-48,22640,2013-02-13,2013-02-20,2013-02-25,1120,1,1120
SO52777,BC-R205,28107,2013-02-14,2013-02-21,2013-02-26,9,1,9
SO52819,TI-R092,12503,2013-02-15,2013-02-22,2013-02-27,21,1,21
SO52824,FE-6654,13341,2013-02-15,2013-02-22,2013-02-27,22,1,22
SO52834,WB-H098,16221,2013-02-15,2013-02-22,2013-02-27,5,1,5
SO52882,BK-T44U-50,26873,2013-02-16,2013-02-23,2013-02-28,1215,1,1215
SO52964,BK-R64Y-40,23412,2013-02-19,2013-02-26,2013-03-03,1120,1,1120
SO52989,HL-U509-R,23937,2013-02-19,2013-02-26,2013-03-03,35,1,35
SO52998,BC-M005,11528,2013-02-19,2013-02-26,2013-03-03,10,1,10
SO53067,HL-U509,22639,2013-02-20,2013-02-27,2013-03-04,35,1,35
SO53209,CA-1098,18477,2013-02-23,2013-03-02,2013-03-07,9,1,9
SO53295,ST-1401,13002,2013-02-25,2013-03-04,2013-03-09,159,1,159
SO53654,BK-R79Y-40,18723,2013-02-28,2013-03-07,2013-03-12,1701,1,1701
SO53663,BC-M005,12291,2013-03-01,2013-03-08,2013-03-13,10,1,10
SO53776,SJ-0194-S,26424,2013-03-03,2013-03-10,2013-03-15,54,1,54
SO53818,SJ-0194-S,11673,2013-03-03,2013-03-10,2013-03-15,54,1,54
SO53856,BK-M68B-46,12105,2013-03-04,2013-03-11,2013-03-16,2295,1,2295
SO53885,PK-7098,29224,2013-03-05,2013-03-12,2013-03-17,2,1,2
SO53904,TT-R982,11408,2013-03-05,2013-03-12,2013-03-17,4,1,4
SO53916,FE-6654,11899,2013-03-05,2013-03-12,2013-03-17,22,1,22
SO53992,SJ-0194-S,28331,2013-03-07,2013-03-14,2013-03-19,54,1,54
SO54006,HL-U509,13942,2013-03-07,2013-03-14,2013-03-19,35,1,35
SO54011,TT-R982,26400,2013-03-07,2013-03-14,2013-03-19,4,1,4
SO54169,TI-T723,28465,2013-03-10,2013-03-17,2013-03-22,29,1,29
SO54279,WB-H098,17449,2013-03-12,2013-03-19,2013-03-24,5,1,5
SO43730,BK-M82S-44,25861,2011-01-06,2011-01-13,2011-01-18,3400,1,3400
SO43757,BK-M82B-44,11017,2011-01-12,2011-01-19,2011-01-24,3375,1,3375
SO44328,BK-R93R-62,17921,2011-04-02,2011-04-09,2011-04-14,3578,1,3578
SO44342,BK-R50R-58,14610,2011-04-05,2011-04-12,2011-04-17,699,1,699
SO44875,BK-R93R-52,29048,2011-06-10,2011-06-17,2011-06-22,3578,1,3578
SO44973,BK-R93R-56,18482,2011-06-21,2011-06-28,2011-07-03,3578,1,3578
SO45358,BK-R93R-48,23172,2011-08-03,2011-08-10,2011-08-15,3578,1,3578
SO45696,BK-R93R-56,11326,2011-09-15,2011-09-22,2011-09-27,3578,1,3578
SO46020,BK-R93R-52,20228,2011-10-28,2011-11-04,2011-11-09,3578,1,3578
SO46190,BK-R93R-48,15653,2011-11-09,2011-11-16,2011-11-21,3578,1,3578
SO46245,BK-R93R-56,14967,2011-11-15,2011-11-22,2011-11-27,3578,1,3578
SO46271,BK-R93R-52,12172,2011-11-20,2011-11-27,2011-12-02,3578,1,3578
SO46409,BK-R93R-52,15073,2011-12-02,2011-12-09,2011-12-14,3578,1,3578
SO46799,BK-R89R-58,13662,2012-01-12,2012-01-19,2012-01-24,2182,1,2182
SO46803,BK-R89B-58,13595,2012-01-13,2012-01-20,2012-01-25,2182,1,2182
SO46921,BK-R89R-58,15454,2012-01-28,2012-02-04,2012-02-09,2182,1,2182
SO47117,BK-M68S-42,12586,2012-02-03,2012-02-10,2012-02-15,2071,1,2071
SO47124,BK-R89R-58,13384,2012-02-04,2012-02-11,2012-02-16,2182,1,2182
SO47134,BK-M68S-42,26296,2012-02-05,2012-02-12,2012-02-17,2071,1,2071
SO47831,BK-M68B-46,12281,2012-04-13,2012-04-20,2012-04-25,2049,1,2049
SO47849,BK-R50R-60,15342,2012-04-15,2012-04-22,2012-04-27,783,1,783
SO47951,BK-M68S-46,12700,2012-04-28,2012-05-05,2012-05-10,2071,1,2071
SO48201,BK-M68S-46,26601,2012-05-18,2012-05-25,2012-05-30,2071,1,2071
SO48640,BK-M68S-46,26681,2012-06-20,2012-06-27,2012-07-02,2071,1,2071
SO48817,BK-R89B-44,26049,2012-07-02,2012-07-09,2012-07-14,2182,1,2182
SO48845,BK-M68B-46,13620,2012-07-06,2012-07-13,2012-07-18,2049,1,2049
SO49366,BK-R89B-52,23546,2012-08-19,2012-08-26,2012-08-31,2182,1,2182
SO49672,BK-R89B-58,16259,2012-09-10,2012-09-17,2012-09-22,2182,1,2182
SO49712,BK-M68B-42,27095,2012-09-14,2012-09-21,2012-09-26,2049,1,2049
SO50546,BK-M68S-42,15597,2012-11-18,2012-11-25,2012-11-30,2071,1,2071
SO50963,BK-M68B-46,13404,2012-12-16,2012-12-23,2012-12-28,2049,1,2049
SO50964,BK-M68S-46,12858,2012-12-16,2012-12-23,2012-12-28,2071,1,2071
SO51178,WB-H098,11245,2012-12-28,2013-01-04,2013-01-09,5,1,5
SO51413,BK-M18S-42,15549,2013-01-11,2013-01-18,2013-01-23,565,1,565
SO51447,HL-U509,11107,2013-01-13,2013-01-20,2013-01-25,35,1,35
SO51451,BK-R64Y-42,19159,2013-01-13,2013-01-20,2013-01-25,1120,1,1120
SO51656,VE-C304-M,24661,2013-01-25,2013-02-01,2013-02-06,64,1,64
SO51881,TT-M928,21407,2013-01-28,2013-02-04,2013-02-09,5,1,5
SO52025,BC-M005,18293,2013-01-31,2013-02-07,2013-02-12,10,1,10
SO52186,HL-U509-R,16814,2013-02-03,2013-02-10,2013-02-15,35,1,35
SO52284,CL-9009,28604,2013-02-05,2013-02-12,2013-02-17,8,1,8
SO52395,HL-U509,12374,2013-02-07,2013-02-14,2013-02-19,35,1,35
SO52401,BK-R64Y-42,23750,2013-02-07,2013-02-14,2013-02-19,1120,1,1120
SO52517,BK-T18U-44,28673,2013-02-09,2013-02-16,2013-02-21,742,1,742
SO52617,WB-H098,11957,2013-02-12,2013-02-19,2013-02-24,5,1,5
SO52649,TI-M823,11081,2013-02-12,2013-02-19,2013-02-24,35,1,35
SO52756,CA-1098,12514,2013-02-14,2013-02-21,2013-02-26,9,1,9
SO52774,BK-T79Y-46,14830,2013-02-14,2013-02-21,2013-02-26,2384,1,2384
SO52780,TI-R628,15217,2013-02-15,2013-02-22,2013-02-27,25,1,25
SO52826,WB-H098,11647,2013-02-15,2013-02-22,2013-02-27,5,1,5
SO52868,TI-M602,17850,2013-02-16,2013-02-23,2013-02-28,30,1,30
SO52910,TT-R982,24855,2013-02-17,2013-02-24,2013-03-01,4,1,4
SO52996,VE-C304-L,12793,2013-02-19,2013-02-26,2013-03-03,64,1,64
SO53002,BK-T79U-60,14939,2013-02-19,2013-02-26,2013-03-03,2384,1,2384
SO53120,TT-M928,11664,2013-02-21,2013-02-28,2013-03-05,5,1,5
SO53137,FE-6654,17484,2013-02-22,2013-03-01,2013-03-06,22,1,22
SO53158,FE-6654,14973,2013-02-22,2013-03-01,2013-03-06,22,1,22
SO53225,BC-R205,27835,2013-02-23,2013-03-02,2013-03-07,9,1,9
SO53298,BC-R205,19796,2013-02-25,2013-03-04,2013-03-09,9,1,9
SO53318,TT-R982,28411,2013-02-25,2013-03-04,2013-03-09,4,1,4
SO53355,SH-W890-S,22065,2013-02-26,2013-03-05,2013-03-10,70,1,70
SO53361,SO-R809-M,29347,2013-02-26,2013-03-05,2013-03-10,9,1,9
SO53426,WB-H098,20104,2013-02-27,2013-03-06,2013-03-11,5,1,5
SO53890,HL-U509-B,21472,2013-03-05,2013-03-12,2013-03-17,35,1,35
SO53970,BC-R205,18696,2013-03-06,2013-03-13,2013-03-18,9,1,9
SO54055,BC-M005,11506,2013-03-08,2013-03-15,2013-03-20,10,1,10
SO54104,PK-7098,12607,2013-03-09,2013-03-16,2013-03-21,2,1,2
SO54167,ST-1401,24695,2013-03-10,2013-03-17,2013-03-22,159,1,159
SO44211,BK-R93R-52,28154,2011-03-18,2011-03-25,2011-03-30,3578,1,3578
SO44324,BK-R93R-44,12267,2011-04-01,2011-04-08,2011-04-13,3578,1,3578
SO44419,BK-R93R-62,17352,2011-04-17,2011-04-24,2011-04-29,3578,1,3578
SO45231,BK-R93R-56,18908,2011-07-26,2011-08-02,2011-08-07,3578,1,3578
SO45449,BK-R93R-62,14189,2011-08-17,2011-08-24,2011-08-29,3578,1,3578
SO45467,BK-M82S-42,11422,2011-08-22,2011-08-29,2011-09-03,3400,1,3400
SO45584,BK-R50B-62,25828,2011-08-29,2011-09-05,2011-09-10,699,1,699
SO45654,BK-M82B-38,28478,2011-09-10,2011-09-17,2011-09-22,3375,1,3375
SO45840,BK-M82B-42,11246,2011-10-03,2011-10-10,2011-10-15,3375,1,3375
SO45917,BK-M82S-44,11332,2011-10-15,2011-10-22,2011-10-27,3400,1,3400
SO46824,BK-R64Y-42,24608,2012-01-15,2012-01-22,2012-01-27,1000,1,1000
SO46894,BK-M68S-46,26120,2012-01-24,2012-01-31,2012-02-05,2071,1,2071
SO47115,BK-R89R-52,21393,2012-02-03,2012-02-10,2012-02-15,2443,1,2443
SO47122,BK-R89R-58,13362,2012-02-04,2012-02-11,2012-02-16,2182,1,2182
SO47215,BK-R89R-44,28836,2012-02-15,2012-02-22,2012-02-27,2443,1,2443
SO47505,BK-M68S-38,26307,2012-03-08,2012-03-15,2012-03-20,2071,1,2071
SO47640,BK-M68S-42,26317,2012-03-27,2012-04-03,2012-04-08,2071,1,2071
SO47795,BK-R89B-58,22004,2012-04-09,2012-04-16,2012-04-21,2182,1,2182
SO47850,BK-R50R-58,15350,2012-04-15,2012-04-22,2012-04-27,783,1,783
SO48205,BK-M68B-46,26509,2012-05-19,2012-05-26,2012-05-31,2049,1,2049
SO48537,BK-M68B-46,12318,2012-06-11,2012-06-18,2012-06-23,2049,1,2049
SO49302,BK-R89R-58,15651,2012-08-13,2012-08-20,2012-08-25,2182,1,2182
SO49393,BK-R89B-48,23422,2012-08-21,2012-08-28,2012-09-02,2182,1,2182
SO49785,BK-M68B-38,14667,2012-09-24,2012-10-01,2012-10-06,2049,1,2049
SO50155,BK-M68S-46,15030,2012-10-24,2012-10-31,2012-11-05,2071,1,2071
SO50852,BK-M68B-46,15831,2012-12-05,2012-12-12,2012-12-17,2049,1,2049
SO50860,BK-M68S-38,27504,2012-12-07,2012-12-14,2012-12-19,2071,1,2071
SO50895,BK-M68B-42,27555,2012-12-10,2012-12-17,2012-12-22,2049,1,2049
SO50899,BK-R50B-58,15983,2012-12-10,2012-12-17,2012-12-22,783,1,783
SO51306,FE-6654,11333,2013-01-05,2013-01-12,2013-01-17,22,1,22
SO51405,TI-R092,21438,2013-01-10,2013-01-17,2013-01-22,21,1,21
SO51495,SJ-0194-M,29043,2013-01-16,2013-01-23,2013-01-28,54,1,54
SO51563,TT-M928,17511,2013-01-20,2013-01-27,2013-02-01,5,1,5
SO51569,BC-R205,15017,2013-01-20,2013-01-27,2013-02-01,9,1,9
SO51604,BC-M005,11246,2013-01-23,2013-01-30,2013-02-04,10,1,10
SO51654,GL-H102-L,24433,2013-01-25,2013-02-01,2013-02-06,24,1,24
SO51677,BK-M68S-42,11290,2013-01-27,2013-02-03,2013-02-08,2320,1,2320
SO51944,VE-C304-L,18454,2013-01-29,2013-02-05,2013-02-10,64,1,64
SO51966,BC-M005,13540,2013-01-30,2013-02-06,2013-02-11,10,1,10
SO51967,SJ-0194-X,12807,2013-01-30,2013-02-06,2013-02-11,54,1,54
SO51984,PK-7098,18329,2013-01-30,2013-02-06,2013-02-11,2,1,2
SO52032,ST-1401,16406,2013-01-31,2013-02-07,2013-02-12,159,1,159
SO52043,TT-M928,16384,2013-01-31,2013-02-07,2013-02-12,5,1,5
SO52058,FE-6654,11325,2013-01-31,2013-02-07,2013-02-12,22,1,22
SO52086,BC-M005,20681,2013-02-01,2013-02-08,2013-02-13,10,1,10
SO52167,HL-U509,19499,2013-02-03,2013-02-10,2013-02-15,35,1,35
SO52206,WB-H098,17514,2013-02-03,2013-02-10,2013-02-15,5,1,5
SO52214,BK-M68S-46,11483,2013-02-04,2013-02-11,2013-02-16,2320,1,2320
SO52302,HL-U509,11724,2013-02-05,2013-02-12,2013-02-17,35,1,35
SO52365,TI-M602,17251,2013-02-07,2013-02-14,2013-02-19,30,1,30
SO52511,BK-M38S-42,13854,2013-02-09,2013-02-16,2013-02-21,769,1,769
SO52511,TI-M602,13854,2013-02-09,2013-02-16,2013-02-21,30,1,30
SO52577,TT-M928,11346,2013-02-11,2013-02-18,2013-02-23,5,1,5
SO52619,PK-7098,15031,2013-02-12,2013-02-19,2013-02-24,2,1,2
SO52844,BK-T44U-50,11998,2013-02-16,2013-02-23,2013-02-28,1215,1,1215
SO53024,TT-R982,15526,2013-02-20,2013-02-27,2013-03-04,4,1,4
SO53048,WB-H098,12032,2013-02-20,2013-02-27,2013-03-04,5,1,5
SO53054,HL-U509-B,11837,2013-02-20,2013-02-27,2013-03-04,35,1,35
SO53087,TI-R628,28810,2013-02-21,2013-02-28,2013-03-05,25,1,25
SO53331,HL-U509,20418,2013-02-25,2013-03-04,2013-03-09,35,1,35
SO53413,BK-R89B-52,26399,2013-02-27,2013-03-06,2013-03-11,2443,1,2443
SO53422,TT-M928,15940,2013-02-27,2013-03-06,2013-03-11,5,1,5
SO53699,TI-T723,26909,2013-03-01,2013-03-08,2013-03-13,29,1,29
SO53708,BK-M68B-46,11538,2013-03-01,2013-03-08,2013-03-13,2295,1,2295
SO53714,BK-R19B-44,16360,2013-03-01,2013-03-08,2013-03-13,540,1,540
SO53717,BC-R205,21756,2013-03-01,2013-03-08,2013-03-13,9,1,9
SO53729,TI-R628,21093,2013-03-02,2013-03-09,2013-03-14,25,1,25
SO53924,TI-R092,19952,2013-03-06,2013-03-13,2013-03-18,21,1,21
SO54041,TI-R628,15728,2013-03-08,2013-03-15,2013-03-20,25,1,25
SO54231,TI-M823,11634,2013-03-11,2013-03-18,2013-03-23,35,1,35
SO54233,TT-R982,16361,2013-03-11,2013-03-18,2013-03-23,4,1,4
SO54235,SH-W890-L,14260,2013-03-11,2013-03-18,2013-03-23,70,1,70
SO44151,BK-R50R-48,25558,2011-03-03,2011-03-10,2011-03-15,699,1,699
SO44217,BK-R93R-62,28148,2011-03-19,2011-03-26,2011-03-31,3578,1,3578
SO44218,BK-R93R-44,22109,2011-03-19,2011-03-26,2011-03-31,3578,1,3578
SO44325,BK-M82B-48,11095,2011-04-01,2011-04-08,2011-04-13,3375,1,3375
SO44936,BK-R93R-48,29044,2011-06-18,2011-06-25,2011-06-30,3578,1,3578
SO45384,BK-R50B-44,26789,2011-08-06,2011-08-13,2011-08-18,699,1,699
SO45670,BK-R93R-62,11541,2011-09-12,2011-09-19,2011-09-24,3578,1,3578
SO45974,BK-M82S-48,26018,2011-10-23,2011-10-30,2011-11-04,3400,1,3400
SO46244,BK-R93R-62,13504,2011-11-15,2011-11-22,2011-11-27,3578,1,3578
SO47084,BK-R89R-52,21561,2012-01-30,2012-02-06,2012-02-11,2443,1,2443
SO47246,BK-R50B-52,20713,2012-02-18,2012-02-25,2012-03-01,783,1,783
SO47518,BK-R89B-44,21946,2012-03-09,2012-03-16,2012-03-21,2182,1,2182
SO47599,BK-M68B-46,26327,2012-03-20,2012-03-27,2012-04-01,2049,1,2049
SO47878,BK-M68B-38,12702,2012-04-18,2012-04-25,2012-04-30,2049,1,2049
SO47904,BK-R89B-52,16562,2012-04-22,2012-04-29,2012-05-04,2182,1,2182
SO47950,BK-M68S-46,26484,2012-04-28,2012-05-05,2012-05-10,2071,1,2071
SO48195,BK-R89R-58,22399,2012-05-17,2012-05-24,2012-05-29,2182,1,2182
SO48424,BK-R89B-52,15070,2012-06-01,2012-06-08,2012-06-13,2182,1,2182
SO49389,BK-R50B-60,20975,2012-08-21,2012-08-28,2012-09-02,783,1,783
SO49806,BK-M68B-46,14304,2012-09-26,2012-10-03,2012-10-08,2049,1,2049
SO49959,BK-R89R-44,24241,2012-10-04,2012-10-11,2012-10-16,2443,1,2443
SO49984,BK-R64Y-40,25115,2012-10-06,2012-10-13,2012-10-18,1000,1,1000
SO50378,BK-R50R-58,19473,2012-11-01,2012-11-08,2012-11-13,783,1,783
SO50494,BK-R89B-58,16432,2012-11-12,2012-11-19,2012-11-24,2182,1,2182
SO50538,BK-M68B-38,21614,2012-11-18,2012-11-25,2012-11-30,2049,1,2049
SO50861,BK-M68S-46,27534,2012-12-07,2012-12-14,2012-12-19,2071,1,2071
SO51017,BK-R50R-48,15987,2012-12-21,2012-12-28,2013-01-02,783,1,783
SO51263,TT-M928,21534,2013-01-02,2013-01-09,2013-01-14,5,1,5
SO51334,BK-R64Y-38,19335,2013-01-06,2013-01-13,2013-01-18,1120,1,1120
SO51341,BK-R89B-52,12301,2013-01-07,2013-01-14,2013-01-19,2443,1,2443
SO51349,TI-R628,23310,2013-01-07,2013-01-14,2013-01-19,25,1,25
SO51388,BK-M68S-42,11455,2013-01-09,2013-01-16,2013-01-21,2320,1,2320
SO51485,TI-R982,16316,2013-01-16,2013-01-23,2013-01-28,33,1,33
SO51565,BK-T44U-60,25085,2013-01-20,2013-01-27,2013-02-01,1215,1,1215
SO51611,BC-R205,18902,2013-01-23,2013-01-30,2013-02-04,9,1,9
SO51945,SO-R809-M,18835,2013-01-29,2013-02-05,2013-02-10,9,1,9
SO52037,TI-M267,26199,2013-01-31,2013-02-07,2013-02-12,25,1,25
SO52131,SH-W890-M,18775,2013-02-02,2013-02-09,2013-02-14,70,1,70
SO52280,HL-U509,18288,2013-02-05,2013-02-12,2013-02-17,35,1,35
SO52343,SH-W890-L,20343,2013-02-06,2013-02-13,2013-02-18,70,1,70
SO52354,TT-M928,20138,2013-02-06,2013-02-13,2013-02-18,5,1,5
SO52474,TT-M928,11113,2013-02-09,2013-02-16,2013-02-21,5,1,5
SO52610,BC-R205,28678,2013-02-11,2013-02-18,2013-02-23,9,1,9
SO52739,PK-7098,19726,2013-02-14,2013-02-21,2013-02-26,2,1,2
SO52845,TT-T092,14058,2013-02-16,2013-02-23,2013-02-28,5,1,5
SO52887,TI-M823,21565,2013-02-17,2013-02-24,2013-03-01,35,1,35
SO53022,TT-T092,28003,2013-02-20,2013-02-27,2013-03-04,5,1,5
SO53030,BC-M005,15498,2013-02-20,2013-02-27,2013-03-04,10,1,10
SO53090,TI-R092,28032,2013-02-21,2013-02-28,2013-03-05,21,1,21
SO53210,WB-H098,13198,2013-02-23,2013-03-02,2013-03-07,5,1,5
SO53284,BK-T79U-54,24341,2013-02-24,2013-03-03,2013-03-08,2384,1,2384
SO53433,BC-M005,12723,2013-02-27,2013-03-06,2013-03-11,10,1,10
SO53631,PK-7098,12107,2013-02-28,2013-03-07,2013-03-12,2,1,2
SO53788,GL-H102-L,16731,2013-03-03,2013-03-10,2013-03-15,24,1,24
SO53911,BK-T79U-46,28927,2013-03-05,2013-03-12,2013-03-17,2384,1,2384
SO53926,SJ-0194-L,27368,2013-03-06,2013-03-13,2013-03-18,54,1,54
SO53982,TT-R982,16739,2013-03-07,2013-03-14,2013-03-19,4,1,4
SO54083,FE-6654,14271,2013-03-08,2013-03-15,2013-03-20,22,1,22
SO54290,TI-R628,19334,2013-03-12,2013-03-19,2013-03-24,25,1,25
SO43947,BK-R93R-62,16712,2011-02-03,2011-02-10,2011-02-15,3578,1,3578
SO44183,BK-R93R-62,28158,2011-03-10,2011-03-17,2011-03-22,3578,1,3578
SO44216,BK-R93R-56,13560,2011-03-19,2011-03-26,2011-03-31,3578,1,3578
SO44904,BK-M82B-44,11359,2011-06-13,2011-06-20,2011-06-25,3375,1,3375
SO44947,BK-M82S-44,11446,2011-06-18,2011-06-25,2011-06-30,3400,1,3400
SO44992,BK-R93R-44,18464,2011-06-24,2011-07-01,2011-07-06,3578,1,3578
SO46162,BK-R93R-52,12163,2011-11-05,2011-11-12,2011-11-17,3578,1,3578
SO46247,BK-R50B-60,14882,2011-11-16,2011-11-23,2011-11-28,699,1,699
SO46678,BK-R50R-52,19930,2011-12-29,2012-01-05,2012-01-10,783,1,783
SO46724,BK-R89R-44,28663,2012-01-03,2012-01-10,2012-01-15,2443,1,2443
SO46760,BK-R64Y-44,13986,2012-01-08,2012-01-15,2012-01-20,1000,1,1000
SO46896,BK-R50B-58,15189,2012-01-24,2012-01-31,2012-02-05,783,1,783
SO47216,BK-M68B-42,26299,2012-02-15,2012-02-22,2012-02-27,2049,1,2049
SO47304,BK-R89B-58,16272,2012-02-24,2012-03-02,2012-03-07,2182,1,2182
SO47630,BK-M68S-42,26311,2012-03-25,2012-04-01,2012-04-06,2071,1,2071
SO47840,BK-R50B-60,20584,2012-04-14,2012-04-21,2012-04-26,783,1,783
SO48154,BK-R89B-52,22402,2012-05-10,2012-05-17,2012-05-22,2182,1,2182
SO48232,BK-R50R-52,15396,2012-05-23,2012-05-30,2012-06-04,783,1,783
SO48408,BK-R89B-58,22927,2012-05-30,2012-06-06,2012-06-11,2182,1,2182
SO48508,BK-R89B-52,13736,2012-06-09,2012-06-16,2012-06-21,2182,1,2182
SO48581,BK-M68S-38,26632,2012-06-15,2012-06-22,2012-06-27,2071,1,2071
SO48926,BK-R89B-44,23117,2012-07-15,2012-07-22,2012-07-27,2182,1,2182
SO49020,BK-R64Y-42,19035,2012-07-28,2012-08-04,2012-08-09,1000,1,1000
SO49345,BK-M68B-46,14070,2012-08-17,2012-08-24,2012-08-29,2049,1,2049
SO49628,BK-M68B-46,27104,2012-09-05,2012-09-12,2012-09-17,2049,1,2049
SO50088,BK-R89B-58,16393,2012-10-17,2012-10-24,2012-10-29,2182,1,2182
SO50341,BK-M68S-46,27289,2012-10-29,2012-11-05,2012-11-10,2071,1,2071
SO50367,BK-R64Y-38,26572,2012-10-31,2012-11-07,2012-11-12,1000,1,1000
SO50551,BK-R89B-44,18168,2012-11-19,2012-11-26,2012-12-01,2182,1,2182
SO50595,BK-R89R-58,17928,2012-11-23,2012-11-30,2012-12-05,2182,1,2182
SO50606,BK-M68S-42,27294,2012-11-24,2012-12-01,2012-12-06,2071,1,2071
SO50647,BK-R50B-44,20945,2012-11-27,2012-12-04,2012-12-09,783,1,783
SO50843,BK-M68B-46,12852,2012-12-05,2012-12-12,2012-12-17,2049,1,2049
SO51260,BK-T79U-54,25618,2013-01-01,2013-01-08,2013-01-13,2384,1,2384
SO51326,HL-U509-B,25723,2013-01-06,2013-01-13,2013-01-18,35,1,35
SO51435,BC-R205,24413,2013-01-12,2013-01-19,2013-01-24,9,1,9
SO51443,TI-M823,11739,2013-01-13,2013-01-20,2013-01-25,35,1,35
SO51467,BK-R79Y-42,16805,2013-01-15,2013-01-22,2013-01-27,1701,1,1701
SO51488,PK-7098,20036,2013-01-16,2013-01-23,2013-01-28,2,1,2
SO51609,PK-7098,13746,2013-01-23,2013-01-30,2013-02-04,2,1,2
SO51612,TT-M928,11005,2013-01-23,2013-01-30,2013-02-04,5,1,5
SO51884,TT-T092,16338,2013-01-28,2013-02-04,2013-02-09,5,1,5
SO51967,BC-M005,12807,2013-01-30,2013-02-06,2013-02-11,10,1,10
SO52022,PK-7098,11488,2013-01-31,2013-02-07,2013-02-12,2,1,2
SO52125,GL-H102-M,11738,2013-02-02,2013-02-09,2013-02-14,24,1,24
SO52238,WB-H098,20696,2013-02-04,2013-02-11,2013-02-16,5,1,5
SO52281,BC-R205,14051,2013-02-05,2013-02-12,2013-02-17,9,1,9
SO52361,BK-R19B-58,19771,2013-02-06,2013-02-13,2013-02-18,540,1,540
SO52364,CA-1098,19443,2013-02-06,2013-02-13,2013-02-18,9,1,9
SO52487,HY-1023-70,11331,2013-02-09,2013-02-16,2013-02-21,55,1,55
SO52569,BK-R19B-52,19766,2013-02-10,2013-02-17,2013-02-22,540,1,540
SO52638,WB-H098,18055,2013-02-12,2013-02-19,2013-02-24,5,1,5
SO52640,HL-U509-R,16454,2013-02-12,2013-02-19,2013-02-24,35,1,35
SO52705,PK-7098,12260,2013-02-13,2013-02-20,2013-02-25,2,1,2
SO52739,TT-M928,19726,2013-02-14,2013-02-21,2013-02-26,5,1,5
SO52749,LJ-0192-X,14166,2013-02-14,2013-02-21,2013-02-26,50,1,50
SO52855,RA-H123,23861,2013-02-16,2013-02-23,2013-02-28,120,1,120
SO52893,GL-H102-S,11507,2013-02-17,2013-02-24,2013-03-01,24,1,24
SO52944,TI-R628,16936,2013-02-18,2013-02-25,2013-03-02,25,1,25
SO52969,TI-M267,11965,2013-02-19,2013-02-26,2013-03-03,25,1,25
SO53046,ST-1401,12979,2013-02-20,2013-02-27,2013-03-04,159,1,159
SO53053,BK-M68S-38,11816,2013-02-20,2013-02-27,2013-03-04,2320,1,2320
SO53255,SJ-0194-X,17442,2013-02-24,2013-03-03,2013-03-08,54,1,54
SO53396,BK-R64Y-44,27126,2013-02-26,2013-03-05,2013-03-10,1120,1,1120
SO53436,BK-M18B-42,15570,2013-02-27,2013-03-06,2013-03-11,540,1,540
SO53672,TT-T092,14683,2013-03-01,2013-03-08,2013-03-13,5,1,5
SO53704,FE-6654,16096,2013-03-01,2013-03-08,2013-03-13,22,1,22
SO53775,SJ-0194-L,22947,2013-03-03,2013-03-10,2013-03-15,54,1,54
SO53793,SH-W890-S,19774,2013-03-03,2013-03-10,2013-03-15,70,1,70
SO53899,GL-H102-M,26069,2013-03-05,2013-03-12,2013-03-17,24,1,24
SO54219,CA-1098,17585,2013-03-11,2013-03-18,2013-03-23,9,1,9
SO54251,BK-M68S-42,11578,2013-03-12,2013-03-19,2013-03-24,2320,1,2320
SO43768,BK-R93R-48,27649,2011-01-16,2011-01-23,2011-01-28,3578,1,3578
SO43830,BK-R93R-44,16347,2011-01-26,2011-02-02,2011-02-07,3578,1,3578
SO43946,BK-R93R-52,16687,2011-02-03,2011-02-10,2011-02-15,3578,1,3578
SO44444,BK-R93R-44,13697,2011-04-24,2011-05-01,2011-05-06,3578,1,3578
SO45020,BK-R93R-44,18332,2011-06-28,2011-07-05,2011-07-10,3578,1,3578
SO45513,BK-M82B-38,25996,2011-08-28,2011-09-04,2011-09-09,3375,1,3375
SO47472,BK-R89B-58,13438,2012-03-02,2012-03-09,2012-03-14,2182,1,2182
SO47617,BK-R89B-52,21943,2012-03-23,2012-03-30,2012-04-04,2182,1,2182
SO47921,BK-R89B-58,14796,2012-04-24,2012-05-01,2012-05-06,2182,1,2182
SO48482,BK-R64Y-44,24912,2012-06-06,2012-06-13,2012-06-18,1000,1,1000
SO48597,BK-M68S-38,26650,2012-06-16,2012-06-23,2012-06-28,2071,1,2071
SO48616,BK-R89B-44,13721,2012-06-18,2012-06-25,2012-06-30,2182,1,2182
SO48647,BK-M68S-42,26625,2012-06-21,2012-06-28,2012-07-03,2071,1,2071
SO48711,BK-R50R-44,15410,2012-06-27,2012-07-04,2012-07-09,783,1,783
SO48957,BK-R50B-58,20836,2012-07-20,2012-07-27,2012-08-01,783,1,783
SO49229,BK-M68S-46,12390,2012-08-05,2012-08-12,2012-08-17,2071,1,2071
